brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Alienware,AWX16R1-9855SLV-PUS,4.4,7,899,USD,11.41,14.36,11.41 x 14.36,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",Experience fast refresh rates for smooth gaming and stunning on-screen action. Each display has a 3ms response time and refresh rates from 165Hz on FHD+ resolution.,8.87E+11,9.3 pounds,https://www.bestbuy.com/site/Alienware-AWX16R1-9855SLV-PUS/
HP,NV17-CR1010NR,4.5,4,899,USD,10.2,15.68,10.2 x 15.68,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way",Offering more than just a performance score. This 13th Gen Intel Core processor advances real-world computing and delivers more ultra-efficient multi-tasking.,8.87E+11,9.3 pounds,https://www.bestbuy.com/site/HP-NV17-CR1010NR/
ASUS,FX507ZI-F15.I74070,4.7,552,899,USD,13.97,9.92,13.97 x 9.92,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",Power your games with the latest Intel Core i7-12700H CPU.,27242908574,0.63 oz,https://www.bestbuy.com/site/ASUS-FX507ZI-F15.I74070/
ASUS,GV601VV-X16.I94060,4.3,12,899,USD,13.98,9.57,13.98 x 9.57,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 500nits display features a 16:10 2560x1440 resolution that gives you more space for toolbars and tabs and 100% DCI-P3 coverage for cinema quality colors.,7.13E+11,6.3 pounds,https://www.bestbuy.com/site/ASUS-GV601VV-X16.I94060/
Samsung,NP730QFG-KA1US,4.8,159,899,USD,11.98,7.95,11.98 x 7.95,"From all night rabbit holes to hobbies to intensive DIY projects, explore your world at the speed of thought. This processor can keep up with your curiosity.","Explore your passions from just about anywhere with Galaxy Book3 360. Featuring a thin, lightweight design that’s made to move with you, this PC is always ready to help you pursue your interests.",7.13E+11,6.3 pounds,https://www.bestbuy.com/site/Samsung-NP730QFG-KA1US/
GIGABYTE,AORUS 7 9KF-E3US513SH,4.4,5,899,USD,10,15.7,10 x 15.7,Windows 11 Home,"17.3""FHD 1920x1080, 360Hz, 100% sRGB, TÜV Rheinland Certified",7.13E+11,6.3 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 7 9KF-E3US513SH/
HP,822P5UT#ABA,5,1,900,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,8.50E+11,5 pounds,https://www.bestbuy.com/site/HP-822P5UT#ABA/
Alienware,AWM18-A537BLK-PUS,4,24,999,USD,12.59,16.15,12.59 x 16.15,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","Imagine, design and create without boundaries. The powerful AMD Ryzen 9 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 12 cores and 24 threads for ultimate performance.",8.50E+11,5 pounds,https://www.bestbuy.com/site/Alienware-AWM18-A537BLK-PUS/
ASUS,GA402XY-XS96,4.5,28,999,USD,8.94,12.28,8.94 x 12.28,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",ROG Nebula is the new standard of gaming displays. The 165Hz ultra bright 500 nits display features a Touchscreen QHD 16:10 2560x1600 resolution that gives you a superb gaming and creating experience.,8.00E+11,3.1 lb,https://www.bestbuy.com/site/ASUS-GA402XY-XS96/
Dell,i7635-A497BLU-PUS,4.7,96,999,USD,9.91,14.05,9.91 x 14.05,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.","Equipped with a FHD+ IPS touch screen, the border-less visual effect minimizes distractions offering better cinema, document and web browsing experience",27108952048,3.3 lb,https://www.bestbuy.com/site/Dell-i7635-A497BLU-PUS/
ASUS,GU604VY-XS97,4.3,28,999,USD,13.98,9.7,13.98 x 9.7,"Work, family, friends, passions, music, creations, games – Windows 11 Professional is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 1100nits display features a 16:10 2560x1440 (QHD) resolution that gives you more space for toolbars and tabs. 1024 local dimming zones assist in an exception HDR experiece. Don't worry about ghosting with the 3ms response time.,27108952048,3.3 lb,https://www.bestbuy.com/site/ASUS-GU604VY-XS97/
ASUS,G713PI-G17.R94070,4.5,38,999,USD,11.1,11.57,11.1 x 11.57,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 144Hz ultra bright display features a FHD 16:10 1920x1080 resolution that gives you more space for toolbars and tabs and 100% DCI-P3 coverage for cinema quality colors.,17817263566,8 lb,https://www.bestbuy.com/site/ASUS-G713PI-G17.R94070/
HP OMEN,16-u0013dx,4.5,55,999,USD,10.59,14.04,10.59 x 14.04,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.","16-inch diagonal, WQXGA (2560 x 1600), 240Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light",17817263566,8 lb,https://www.bestbuy.com/site/HP OMEN-16-u0013dx/
Razer,RZ09-0427PEA3-R3U1,5,2,999,USD,8.66,12.59,8.66 x 12.59,"Bringing the flagship 80 Ti class of GPUs to laptops for the first time, the RTX 3080Ti features 16GB of the fastest GDDR6 memory ever shipped in a laptop and delivers higher performance than the desktop TITAN RTX.",Experience cutting-edge speed with the newly released AMD Ryzen 9 6900HX 8-Core CPU with up to 4.9GHz of Max Boost for unrivalled performance to take on the most demanding gaming and creative tasks,7.15E+11,8.05 pounds,https://www.bestbuy.com/site/Razer-RZ09-0427PEA3-R3U1/
ASUS,G834JZR-XS96,4.7,3,999,USD,11.57,15.71,11.57 x 15.71,"Windows 11 Pro features BitLocker Drive Encryption for enhanced security and combines the power of Windows 10 with a redesigned, refreshed look. It introduces new tools, sounds, and apps, ensuring every detail has been carefully considered. Together, these elements create a refreshing experience on your PC","The Nebula HDR badge means you are getting the highest tier panel, featuring Mini LEDS with up to 110 nits brightness, 2000 dimming zones, QHD 240Hz/3ms, 100% DCI-P3 color with Pantone Validation, among other premium features.",7.15E+11,8.05 pounds,https://www.bestbuy.com/site/ASUS-G834JZR-XS96/
GIGABYTE,G6 KF-H3US864KH,4.7,3,1200,USD,10.4,14.2,10.4 x 14.2,Windows 11 Home AD,"16.0"" 16:10 WUXGA 1920x1200, 165Hz",7.54E+11,1.8 lbs                                                                                      1.8 pounds,https://www.bestbuy.com/site/GIGABYTE-G6 KF-H3US864KH/
ASUS,GU604VZ-CS94,4.1,39,450,USD,13.98,9.7,13.98 x 9.7,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 1100nits display features a 16:10 2560x1600 (QHD) resolution that gives you more space for toolbars and tabs. 1024 local dimming zones assist in an exception HDR experiece. Don't worry about ghosting with the 3ms response time.,7.54E+11,1.8 lbs                                                                                      1.8 pounds,https://www.bestbuy.com/site/ASUS-GU604VZ-CS94/
ASUS,G634JZR-XS96,4.8,4,450,USD,13.98,9.7,13.98 x 9.7,"Windows 11 Pro includes BitLocker Drive Encryption for enhanced security and combines the power of Windows 10 with a redesigned, refreshed look. It introduces new tools, sounds, and apps, ensuring every detail has been carefully considered. Together, these elements create a refreshing experience on your PC.","The Nebula HDR badge means you are getting the highest tier panel, featuring Mini LEDS with up to 1110 nits brightness, 2000 dimming zones, QHD 240Hz/3ms, 100% DCI-P3 color with Pantone Validation, among other premium features.",27242272927,6.2 pounds,https://www.bestbuy.com/site/ASUS-G634JZR-XS96/
Dell,5400,5,6,395,USD,13.98,9.7,13.98 x 9.7,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.,6.13E+11,5.4 pounds,https://www.bestbuy.com/site/Dell-5400/
Lenovo,83BV0000US,4.5,15,450,USD,8.8,12.87,8.8 x 12.87,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.",Capacitive and digitizer display responds to both stylus and finger touches. 3072 x 1920 resolution delivers amazing color and clarity with nearly 2.8 times the pixel density of Full HD. SuperBright technology.,6.13E+11,5.4 pounds,https://www.bestbuy.com/site/Lenovo-83BV0000US/
Dell,XPS9730-7695SLV-PUS,4.8,8,450,USD,9.76,14.74,9.76 x 14.74,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC",Natural finger-touch navigation makes the most of Windows 11. 3840 x 2400 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view.,6.13E+11,5.4 pounds,https://www.bestbuy.com/site/Dell-XPS9730-7695SLV-PUS/
HP,840G6.i5.16.256,5,2,297,USD,9.76,14.74,9.76 x 14.74,256 GB SSD of storage.,Multitasking is easy with 16 GB of RAM,6.13E+11,5.4 pounds,https://www.bestbuy.com/site/HP-840G6.i5.16.256/
Dell,7400,4,9,675,USD,9.76,14.74,9.76 x 14.74,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.,27242895300,2.5 pounds,https://www.bestbuy.com/site/Dell-7400/
HP,14-ef2023dx,4.7,100,650,USD,8.68,11.73,8.68 x 11.73,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.",See more of your screen with less scrolling with a 3:2 aspect ratio that delivers an optimized portrait view for a more comfortable way to read and browse.,27242895300,2.5 pounds,https://www.bestbuy.com/site/HP-14-ef2023dx/
ASUS,K3605VU-ES94,4.5,2,650,USD,9.81,14.12,9.81 x 14.12,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","16” 3200 x 2000 OLED 16:10 aspect ratio with ultra-slim NanoEdge bezels, 120Hz refresh rate, 0.2ms response time, 100% DCI-P3 color gamut, 1,000,000:1 Contrast ratio, VESA CERTIFIED Display HDR True Black 500",27242895300,2.5 pounds,https://www.bestbuy.com/site/ASUS-K3605VU-ES94/
ASUS,G814JIR-XS96,5,1,650,USD,13.8,18.1,13.8 x 18.1,"Windows 11 Pro includes BitLocker Drive Encryption for enhanced security and combines the power of Windows 10 with a redesigned, refreshed look. It introduces new tools, sounds, and apps, ensuring every detail has been carefully considered. Together, these elements create a refreshing experience on your PC","The Nebula standard guarantees a premium display with high specs in all fronts for the best visuals no matter the task. Featuring 2.5k resolution, 240Hz/3ms, 2560 x 1600, 16:10 aspect ratio, 100% DCI-P3, Pantone Validation, 500 nits, among other premium features on the Strix G18.",97855131904,12 oz,https://www.bestbuy.com/site/ASUS-G814JIR-XS96/
Lenovo,21JN003XUS,4.5,4,1040,USD,9.75,0.78,9.75 x 0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.87E+11,0.46 pounds,https://www.bestbuy.com/site/Lenovo-21JN003XUS/
Lenovo,21JT001QUS,5,2,910,USD,9.75,14.02,9.75 x 14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.87E+11,0.46 pounds,https://www.bestbuy.com/site/Lenovo-21JT001QUS/
